,threads,size,nproma,repetition,execution_time
1016,1,65536,64,8,10868
1017,1,4096,128,1,683
1018,1,4096,64,10,682
1019,4,131072,16,7,6735
1020,1,262144,16,1,45026
1021,8,262144,16,10,7545
1022,32,131072,16,10,1723
1023,2,32768,16,2,3335
1024,1,16384,16,6,2822
1025,16,65536,16,0,1209
1026,1,32768,16,9,5640
1027,4,65536,16,3,3362
1028,32,32768,16,8,256
1029,32,16384,16,7,132
1030,32,16384,16,15,130
1031,4,131072,16,17,6729
1032,32,65536,16,12,540
1033,1,32768,16,18,5634
1034,32,16384,16,0,132
1035,32,16384,16,12,132
1036,4,131072,16,10,6733
1037,32,65536,16,15,554
1038,1,262144,16,15,45077
1039,1,4096,128,18,683
1040,16,4096,16,0,69
1041,1,4096,64,17,681
1042,1,4096,128,6,682
1043,1,262144,16,6,45086
1044,4,131072,16,0,6736
1045,8,262144,16,17,7550
1046,2,32768,16,5,3339
1047,32,131072,16,17,1701
1048,16,65536,16,7,1177
1049,1,16384,16,1,2824
1050,4,65536,16,4,3361
1051,1,32768,64,3,5444
1052,32,32768,16,15,249
1053,2,65536,16,9,6660
1054,4,16384,16,7,847
1055,1,65536,128,19,10811
1056,1,65536,16,2,11270
1057,16,16384,16,4,243
1058,4,32768,16,8,1679
1059,1,16384,16,18,2823
1060,4,262144,16,14,13469
1061,1,8192,64,12,1355
1062,1,8192,128,3,1360
1063,8,131072,16,8,3751
1064,1,8192,64,6,1354
1065,32,65536,16,3,539
1066,1,131072,16,11,22545
1067,8,8192,16,19,219
1068,8,8192,16,7,219
1069,32,262144,16,13,3353
1070,4,8192,16,2,422
1071,8,131072,16,13,3739
1072,1,8192,128,4,1361
1073,1,8192,64,15,1353
1074,1,8192,64,1,1355
1075,32,65536,16,4,572
1076,1,131072,16,16,22530
1077,8,8192,16,0,221
1078,4,8192,16,5,421
1079,32,262144,16,14,3412
1080,8,131072,16,14,3752
1081,1,32768,64,4,5440
1082,1,65536,16,18,11270
1083,32,32768,16,12,251
1084,4,16384,16,0,846
1085,16,16384,16,3,242
1086,1,65536,16,5,11269
1087,4,262144,16,13,13469
1088,1,131072,128,13,21600
1089,8,131072,16,1,3762
1090,32,262144,16,5,3376
1091,16,131072,16,4,2762
1092,1,131072,16,18,22537
1093,8,8192,16,10,219
1094,1,16384,64,5,2721
1095,1,262144,64,2,43494
1096,1,65536,16,16,11273
1097,16,32768,16,2,475
1098,1,65536,128,10,10830
1099,2,65536,16,0,6659
1100,2,4096,16,4,420
1101,4,32768,16,1,1687
1102,1,16384,16,11,2821
1103,1,16384,64,2,2723
1104,1,262144,64,5,43412
1105,1,65536,16,11,11264
1106,1,65536,128,17,10808
1107,16,32768,16,5,473
1108,4,16384,16,9,848
1109,2,65536,16,7,6665
1110,2,4096,16,3,421
1111,4,32768,16,6,1682
1112,1,16384,16,16,2824
1113,1,131072,128,14,21579
1114,32,262144,16,2,3435
1115,8,131072,16,6,3746
1116,1,8192,64,8,1355
1117,16,131072,16,3,2772
1118,8,8192,16,17,219
1119,8,8192,16,9,219
